,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
1295,2013,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,982
1296,2014,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,1004
1297,2015,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,891
1298,2016,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,1100
1299,2017,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,981
1300,2018,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,overall_homeless,894
1301,2009,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,18062
1302,2010,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,3694
1303,2011,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2812
1304,2012,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,3138
1305,2013,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,3115
1306,2014,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2789
1307,2015,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2755
1308,2016,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2597
1309,2017,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2335
1310,2018,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,overall_homeless,2078
1311,2009,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,1011
1312,2010,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,661
1313,2011,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,731
1314,2012,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,713
1315,2013,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,743
1316,2014,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,698
1317,2015,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,457
1318,2016,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,485
1319,2017,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,438
1320,2018,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",overall_homeless,412
1321,2009,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,63
1322,2010,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,121
1323,2011,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,121
1324,2012,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,135
1325,2013,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,150
1326,2014,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,127
1327,2015,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,135
1328,2016,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,103
1329,2017,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,77
1330,2018,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,overall_homeless,103
1331,2009,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,1627
1332,2010,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,1433
1333,2011,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,522
1334,2012,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,1521
1335,2013,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,454
1336,2014,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,346
1337,2015,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,371
1338,2016,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,340
1339,2017,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,296
1340,2018,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,overall_homeless,302
1341,2009,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,896
1342,2010,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,979
1343,2011,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,716
1344,2012,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,1035
1345,2013,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,823
1346,2014,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,671
1347,2015,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,1020
1348,2016,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,1347
1349,2017,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,926
1350,2018,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,overall_homeless,604
1351,2009,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1036
1352,2010,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1730
1353,2011,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1716
1354,2012,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1505
1355,2013,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1504
1356,2014,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1646
1357,2015,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1483
1358,2016,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1610
1359,2017,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,1779
1360,2018,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,overall_homeless,2048
1361,2009,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,763
1362,2010,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,676
1363,2011,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,604
1364,2012,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,559
1365,2013,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,650
1366,2014,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,918
1367,2015,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,588
1368,2016,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,456
1369,2017,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,344
1370,2018,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,overall_homeless,299
1371,2009,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,224
1372,2010,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,302
1373,2011,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,297
1374,2012,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,446
1375,2013,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,281
1376,2014,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,346
1377,2015,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,389
1378,2016,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,384
1379,2017,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,410
1380,2018,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,overall_homeless,378
1381,2009,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,518
1382,2010,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,306
1383,2011,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,698
1384,2012,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,847
1385,2013,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,518
1386,2014,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,440
1387,2015,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,376
1388,2016,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,459
1389,2017,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,432
1390,2018,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,overall_homeless,449
1391,2009,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,310
1392,2010,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,148
1393,2011,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,146
1394,2012,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,80
1395,2013,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,78
1396,2014,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,44
1397,2015,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,42
1398,2016,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,38
1399,2017,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,16
1400,2018,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,overall_homeless,49
1401,2009,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,298
1402,2010,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,310
1403,2011,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,387
1404,2012,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,295
1405,2013,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,312
1406,2014,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,323
1407,2015,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,342
1408,2016,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,218
1409,2017,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,244
1410,2018,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,overall_homeless,218
1411,2009,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1116
1412,2010,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1212
1413,2011,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1471
1414,2012,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1456
1415,2013,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1648
1416,2014,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,1679
1417,2015,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,504
1418,2016,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,513
1419,2017,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,480
1420,2018,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,overall_homeless,478
1421,2009,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,49343
1422,2010,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,53187
1423,2011,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,51123
1424,2012,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,56672
1425,2013,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,64060
1426,2014,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,67810
1427,2015,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,75323
1428,2016,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,73523
1429,2017,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,76501
1430,2018,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,overall_homeless,78676
1431,2009,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1531
1432,2010,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1339
1433,2011,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1537
1434,2012,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1741
1435,2013,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,2054
1436,2014,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,2138
1437,2015,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1797
1438,2016,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1750
1439,2017,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1832
1440,2018,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",overall_homeless,1827
1441,2009,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,139
1442,2010,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,141
1443,2011,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,112
1444,2012,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,107
1445,2013,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,107
1446,2014,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,125
1447,2015,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,117
1448,2016,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,141
1449,2017,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,170
1450,2018,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,overall_homeless,180
1451,2009,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,6304
1452,2010,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,6084
1453,2011,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,6180
1454,2012,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5780
1455,2013,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5645
1456,2014,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5738
1457,2015,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5998
1458,2016,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,6112
1459,2017,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5693
1460,2018,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,overall_homeless,5788
1461,2009,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,469
1462,2010,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,428
1463,2011,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,410
1464,2012,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,419
1465,2013,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,464
1466,2014,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",overall_homeless,438
